year,coc_number,coc_name,coc_category,pit_overall_homeless,pit_sheltered_es_homeless,pit_sheltered_th_homeless,pit_sheltered_sh_homeless,pit_sheltered_total_homeless,pit_unsheltered_homeless,pit_homeless_individuals,pit_sheltered_es_homeless_individuals,pit_sheltered_th_homeless_individuals,pit_sheltered_sh_homeless_individuals,pit_sheltered_total_homeless_individuals,pit_unsheltered_homeless_individuals,pit_homeless_people_in_families,pit_sheltered_es_homeless_people_in_families,pit_sheltered_th_homeless_people_in_families,pit_sheltered_total_homeless_people_in_families,pit_unsheltered_homeless_people_in_families,pit_homeless_family_households,pit_sheltered_es_homeless_family_households,pit_sheltered_th_homeless_family_households,pit_sheltered_total_homeless_family_households,pit_unsheltered_homeless_family_households,pit_chronically_homeless,pit_sheltered_es_chronically_homeless,pit_sheltered_sh_chronically_homeless,pit_sheltered_total_chronically_homeless,pit_unsheltered_chronically_homeless,pit_chronically_homeless_individuals,pit_sheltered_es_chronically_homeless_individuals,pit_sheltered_sh_chronically_homeless_individuals,pit_sheltered_total_chronically_homeless_individuals,pit_unsheltered_chronically_homeless_individuals,pit_chronically_homeless_people_in_families,pit_sheltered_es_chronically_homeless_people_in_families,pit_sheltered_total_chronically_homeless_people_in_families,pit_unsheltered_chronically_homeless_people_in_families,pit_homeless_veterans,pit_sheltered_es_homeless_veterans,pit_sheltered_th_homeless_veterans,pit_sheltered_sh_homeless_veterans,pit_sheltered_total_homeless_veterans,pit_unsheltered_homeless_veterans,pit_homeless_unaccompanied_youth_under_25,pit_sheltered_es_homeless_unaccompanied_youth_under_25,pit_sheltered_th_homeless_unaccompanied_youth_under_25,pit_sheltered_sh_homeless_unaccompanied_youth_under_25,pit_sheltered_total_homeless_unaccompanied_youth_under_25,pit_unsheltered_homeless_unaccompanied_youth_under_25,pit_homeless_unaccompanied_youth_under_18,pit_sheltered_es_homeless_unaccompanied_youth_under_18,pit_sheltered_th_homeless_unaccompanied_youth_under_18,pit_sheltered_sh_homeless_unaccompanied_youth_under_18,pit_sheltered_total_homeless_unaccompanied_youth_under_18,pit_unsheltered_homeless_unaccompanied_youth_under_18,pit_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_es_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_th_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_total_homeless_unaccompanied_youth_age_18_to_24,pit_unsheltered_homeless_unaccompanied_youth_age_18_to_24,pit_homeless_parenting_youth_under_25,pit_sheltered_es_homeless_parenting_youth_under_25,pit_sheltered_th_homeless_parenting_youth_under_25,pit_sheltered_total_homeless_parenting_youth_under_25,pit_unsheltered_homeless_parenting_youth_under_25,pit_homeless_parenting_youth_under_18,pit_sheltered_es_homeless_parenting_youth_under_18,pit_sheltered_th_homeless_parenting_youth_under_18,pit_sheltered_total_homeless_parenting_youth_under_18,pit_unsheltered_homeless_parenting_youth_under_18,pit_homeless_parenting_youth_age_18_to_24,pit_sheltered_es_homeless_parenting_youth_age_18_to_24,pit_sheltered_th_homeless_parenting_youth_age_18_to_24,pit_sheltered_total_homeless_parenting_youth_age_18_to_24,pit_unsheltered_homeless_parenting_youth_age_18_to_24,pit_homeless_children_of_parenting_youth,pit_sheltered_es_homeless_children_of_parenting_youth,pit_sheltered_th_homeless_children_of_parenting_youth,pit_sheltered_total_homeless_children_of_parenting_youth,pit_unsheltered_homeless_children_of_parenting_youth
2015,MA-515,Fall River CoC,Suburban CoCs,406,316,90,0,406,0,125,64,61,0,125,0,281,252,29,281,0,86,74,12,86,0,61,61,0,61,0,34,34,0,34,0,27,27,27,0,3,3,0,0,3,0,6,4,2,0,6,0,0,0,0,0,0,0,6,4,2,0,6,0,7,2,5,7,0,3,0,3,3,0,4,2,2,4,0,10,3,7,10,0
2015,MA-516,Massachusetts Balance of State CoC,Suburban CoCs,2651,2323,259,0,2582,69,438,304,77,0,381,57,2213,2019,182,2201,12,715,639,71,710,5,216,199,0,199,17,32,15,0,15,17,184,184,184,0,53,50,0,0,50,3,33,29,0,0,29,4,2,2,0,0,2,0,31,27,0,0,27,4,120,110,10,120,0,1,1,0,1,0,119,109,10,119,0,163,151,12,163,0
2015,MA-517,Somerville CoC,Suburban CoCs,158,94,58,0,152,6,107,57,44,0,101,6,51,37,14,51,0,21,16,5,21,0,11,5,0,5,6,11,5,0,5,6,0,0,0,0,14,1,13,0,14,0,13,3,10,0,13,0,0,0,0,0,0,0,13,3,10,0,13,0,14,11,3,14,0,2,2,0,2,0,12,9,3,12,0,16,13,3,16,0
2015,MA-519,"Attleboro, Taunton/Bristol County CoC",Suburban CoCs,240,146,53,0,199,41,76,21,14,0,35,41,164,125,39,164,0,45,30,15,45,0,21,11,0,11,10,17,7,0,7,10,4,4,4,0,8,2,3,0,5,3,11,6,4,0,10,1,0,0,0,0,0,0,11,6,4,0,10,1,19,4,15,19,0,4,0,4,4,0,15,4,11,15,0,23,11,12,23,0
2015,MD-500,Cumberland/Allegany County CoC,Suburban CoCs,96,39,38,0,77,19,48,31,2,0,33,15,48,8,36,44,4,17,3,13,16,1,11,3,0,3,8,11,3,0,3,8,0,0,0,0,0,0,0,0,0,0,6,5,1,0,6,0,0,0,0,0,0,0,6,5,1,0,6,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0
2015,MD-501,Baltimore CoC,Major Cities,2796,1055,1364,40,2459,337,2193,907,909,40,1856,337,603,148,455,603,0,210,49,161,210,0,556,359,29,388,168,541,344,29,373,168,15,15,15,0,373,97,240,1,338,35,176,127,22,1,150,26,15,11,1,0,12,3,161,116,21,1,138,23,49,10,39,49,0,0,0,0,0,0,49,10,39,49,0,80,14,66,80,0
2015,MD-502,Harford County CoC,Suburban CoCs,210,145,62,0,207,3,78,58,17,0,75,3,132,87,45,132,0,41,26,15,41,0,51,48,0,48,3,45,42,0,42,3,6,6,6,0,6,2,4,0,6,0,20,4,16,0,20,0,8,0,8,0,8,0,12,4,8,0,12,0,5,2,3,5,0,0,0,0,0,0,5,2,3,5,0,8,3,5,8,0
2015,MD-503,Annapolis/Anne Arundel County CoC,Suburban CoCs,335,220,67,0,287,48,224,162,14,0,176,48,111,58,53,111,0,34,18,16,34,0,71,46,0,46,25,71,46,0,46,25,0,0,0,0,28,18,6,0,24,4,8,4,1,0,5,3,0,0,0,0,0,0,8,4,1,0,5,3,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,3,2,1,3,0
2015,MD-504,Howard County CoC,Suburban CoCs,166,87,36,0,123,43,83,37,6,0,43,40,83,50,30,80,3,26,16,9,25,1,35,18,0,18,17,28,11,0,11,17,7,7,7,0,3,1,1,0,2,1,6,2,3,0,5,1,0,0,0,0,0,0,6,2,3,0,5,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0
2015,MD-505,Baltimore County CoC,Suburban CoCs,745,430,20,0,450,295,433,212,2,0,214,219,312,218,18,236,76,98,74,9,83,15,213,73,0,73,140,164,60,0,60,104,49,13,13,36,43,14,0,0,14,29,20,13,0,0,13,7,0,0,0,0,0,0,20,13,0,0,13,7,13,8,0,8,5,0,0,0,0,0,13,8,0,8,5,19,13,0,13,6
2015,MD-506,Carroll County CoC,Suburban CoCs,140,82,25,22,129,11,72,44,0,22,66,6,68,38,25,63,5,18,11,6,17,1,32,10,13,23,9,25,8,13,21,4,7,2,2,5,4,0,2,1,3,1,6,4,0,2,6,0,0,0,0,0,0,0,6,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MD-507,Cecil County CoC,Suburban CoCs,191,74,82,0,156,35,144,51,63,0,114,30,47,23,19,42,5,17,8,7,15,2,32,14,0,14,18,29,14,0,14,15,3,0,0,3,76,21,53,0,74,2,2,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
2015,MD-508,"Charles, Calvert, St.Mary's Counties CoC",Suburban CoCs,981,326,86,0,412,569,547,204,39,0,243,304,434,122,47,169,265,141,35,14,49,92,425,161,0,161,264,330,130,0,130,200,95,31,31,64,40,15,4,0,19,21,129,38,8,0,46,83,20,0,0,0,0,20,109,38,8,0,46,63,12,5,1,6,6,0,0,0,0,0,12,5,1,6,6,15,8,1,9,6
2015,MD-509,Frederick City & County CoC,Suburban CoCs,311,127,124,0,251,60,181,87,34,0,121,60,130,40,90,130,0,37,9,28,37,0,89,38,0,38,51,89,38,0,38,51,0,0,0,0,13,4,1,0,5,8,18,8,1,0,9,9,0,0,0,0,0,0,18,8,1,0,9,9,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0
2015,MD-510,Garrett County CoC,Rural CoCs,9,4,5,0,9,0,2,0,2,0,2,0,7,4,3,7,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MD-511,Mid-Shore Regional CoC,Rural CoCs,158,90,33,0,123,35,105,67,9,0,76,29,53,23,24,47,6,17,7,8,15,2,22,12,0,12,10,22,12,0,12,10,0,0,0,0,9,5,1,0,6,3,11,7,0,0,7,4,0,0,0,0,0,0,11,7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MD-512,Hagerstown/Washington County CoC,Suburban CoCs,201,138,26,0,164,37,148,88,26,0,114,34,53,50,0,50,3,17,16,0,16,1,54,38,0,38,16,47,31,0,31,16,7,7,7,0,34,7,25,0,32,2,10,8,0,0,8,2,2,0,0,0,0,2,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MD-513,"Wicomico, Somerset, Worcester Counties CoC",Rural CoCs,326,232,46,0,278,48,259,178,33,0,211,48,67,54,13,67,0,23,17,6,23,0,51,27,0,27,24,51,27,0,27,24,0,0,0,0,26,22,1,0,23,3,19,16,1,0,17,2,1,1,0,0,1,0,18,15,1,0,16,2,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0
2015,MD-600,Prince George's County CoC,Suburban CoCs,625,228,244,0,472,153,268,108,40,0,148,120,357,120,204,324,33,113,38,67,105,8,43,14,0,14,29,25,8,0,8,17,18,6,6,12,35,20,0,0,20,15,23,4,5,0,9,14,8,1,0,0,1,7,15,3,5,0,8,7,18,6,12,18,0,0,0,0,0,0,18,6,12,18,0,27,9,18,27,0
2015,MD-601,Montgomery County CoC,Suburban CoCs,1100,676,285,36,997,103,598,338,121,36,495,103,502,338,164,502,0,159,110,49,159,0,162,79,34,113,49,156,73,34,107,49,6,6,6,0,24,9,7,4,20,4,27,23,0,2,25,2,0,0,0,0,0,0,27,23,0,2,25,2,32,28,4,32,0,0,0,0,0,0,32,28,4,32,0,55,42,13,55,0
2015,ME-500,Maine Statewide CoC,Rural CoCs,2372,1085,1215,13,2313,59,1219,716,441,13,1170,49,1153,369,774,1143,10,358,119,236,355,3,217,202,1,203,14,193,178,1,179,14,24,24,24,0,151,86,56,0,142,9,146,91,54,0,145,1,18,11,7,0,18,0,128,80,47,0,127,1,56,30,25,55,1,0,0,0,0,0,56,30,25,55,1,67,31,34,65,2
2015,MI-500,Michigan Balance of State CoC,Rural CoCs,1745,854,669,0,1523,222,939,521,229,0,750,189,806,333,440,773,33,286,117,159,276,10,56,37,0,37,19,52,33,0,33,19,4,4,4,0,94,43,33,0,76,18,271,141,92,0,233,38,61,19,38,0,57,4,210,122,54,0,176,34,42,20,21,41,1,0,0,0,0,0,42,20,21,41,1,57,23,32,55,2
2015,MI-501,Detroit CoC,Major Cities,2597,1312,1112,22,2446,151,1964,942,849,22,1813,151,633,370,263,633,0,209,112,97,209,0,263,179,4,183,80,213,129,4,133,80,50,50,50,0,486,104,363,13,480,6,185,99,76,0,175,10,22,6,15,0,21,1,163,93,61,0,154,9,74,33,41,74,0,0,0,0,0,0,74,33,41,74,0,115,58,57,115,0
2015,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",Suburban CoCs,333,128,183,11,322,11,151,50,79,11,140,11,182,78,104,182,0,55,23,32,55,0,7,4,2,6,1,7,4,2,6,1,0,0,0,0,17,2,13,1,16,1,16,9,5,0,14,2,6,6,0,0,6,0,10,3,5,0,8,2,6,5,1,6,0,0,0,0,0,0,6,5,1,6,0,12,11,1,12,0
2015,MI-503,"St. Clair Shores, Warren/Macomb County CoC",Suburban CoCs,450,215,150,16,381,69,340,146,109,16,271,69,110,69,41,110,0,33,21,12,33,0,39,16,0,16,23,39,16,0,16,23,0,0,0,0,51,1,32,16,49,2,85,19,59,0,78,7,1,1,0,0,1,0,84,18,59,0,77,7,8,3,5,8,0,0,0,0,0,0,8,3,5,8,0,10,5,5,10,0
2015,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Suburban CoCs,485,246,143,0,389,96,315,204,15,0,219,96,170,42,128,170,0,58,14,44,58,0,51,48,0,48,3,48,45,0,45,3,3,3,3,0,13,12,1,0,13,0,30,15,14,0,29,1,4,3,1,0,4,0,26,12,13,0,25,1,11,1,10,11,0,0,0,0,0,0,11,1,10,11,0,16,1,15,16,0
2015,MI-505,Flint/Genesee County CoC,Suburban CoCs,488,172,136,0,308,180,338,129,38,0,167,171,150,43,98,141,9,50,12,34,46,4,95,18,0,18,77,90,13,0,13,77,5,5,5,0,46,27,1,0,28,18,57,23,19,0,42,15,13,10,2,0,12,1,44,13,17,0,30,14,6,2,4,6,0,0,0,0,0,0,6,2,4,6,0,9,3,6,9,0
2015,MI-506,"Grand Rapids, Wyoming/Kent County CoC",Other Urban CoCs,912,408,478,0,886,26,473,321,126,0,447,26,439,87,352,439,0,136,27,109,136,0,50,43,0,43,7,50,43,0,43,7,0,0,0,0,95,52,39,0,91,4,55,36,18,0,54,1,16,12,4,0,16,0,39,24,14,0,38,1,33,4,29,33,0,0,0,0,0,0,33,4,29,33,0,56,6,50,56,0
2015,MI-507,"Portage, Kalamazoo City & County CoC",Other Urban CoCs,568,328,232,0,560,8,217,158,51,0,209,8,351,170,181,351,0,107,54,53,107,0,22,22,0,22,0,10,10,0,10,0,12,12,12,0,7,6,1,0,7,0,44,22,20,0,42,2,12,10,2,0,12,0,32,12,18,0,30,2,20,9,11,20,0,0,0,0,0,0,20,9,11,20,0,33,13,20,33,0
2015,MI-508,"Lansing, East Lansing/Ingham County CoC",Other Urban CoCs,418,306,59,0,365,53,293,194,46,0,240,53,125,112,13,125,0,37,33,4,37,0,78,54,0,54,24,75,51,0,51,24,3,3,3,0,51,16,31,0,47,4,24,14,4,0,18,6,3,2,1,0,3,0,21,12,3,0,15,6,12,11,1,12,0,0,0,0,0,0,12,11,1,12,0,19,18,1,19,0
2015,MI-509,Washtenaw County CoC,Suburban CoCs,372,231,61,0,292,80,309,172,57,0,229,80,63,59,4,63,0,17,16,1,17,0,89,64,0,64,25,79,54,0,54,25,10,10,10,0,49,24,20,0,44,5,17,10,3,0,13,4,1,0,1,0,1,0,16,10,2,0,12,4,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,3,3,0,3,0
2015,MI-510,Saginaw City & County CoC,Suburban CoCs,308,175,108,6,289,19,190,115,55,6,176,14,118,60,53,113,5,36,21,14,35,1,24,21,2,23,1,19,16,2,18,1,5,5,5,0,16,11,4,0,15,1,23,13,10,0,23,0,1,1,0,0,1,0,22,12,10,0,22,0,10,4,6,10,0,0,0,0,0,0,10,4,6,10,0,17,7,10,17,0
2015,MI-511,Lenawee County CoC,Rural CoCs,128,70,40,0,110,18,55,47,4,0,51,4,73,23,36,59,14,22,7,11,18,4,19,16,0,16,3,13,13,0,13,0,6,3,3,3,6,5,1,0,6,0,14,9,4,0,13,1,2,0,2,0,2,0,12,9,2,0,11,1,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,4,1,3,4,0
2015,MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Rural CoCs,302,214,51,0,265,37,226,156,33,0,189,37,76,58,18,76,0,30,23,7,30,0,49,26,0,26,23,49,26,0,26,23,0,0,0,0,10,9,0,0,9,1,42,19,21,0,40,2,8,0,8,0,8,0,34,19,13,0,32,2,6,3,3,6,0,0,0,0,0,0,6,3,3,6,0,5,2,3,5,0
2015,MI-513,"Marquette, Alger Counties CoC",Rural CoCs,79,46,31,0,77,2,42,33,7,0,40,2,37,13,24,37,0,13,5,8,13,0,6,4,0,4,2,6,4,0,4,2,0,0,0,0,11,9,1,0,10,1,7,3,3,0,6,1,0,0,0,0,0,0,7,3,3,0,6,1,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,3,1,2,3,0
2015,MI-514,Battle Creek/Calhoun County CoC,Other Urban CoCs,285,156,70,0,226,59,189,96,46,0,142,47,96,60,24,84,12,26,16,7,23,3,43,26,0,26,17,43,26,0,26,17,0,0,0,0,58,29,15,0,44,14,13,8,4,0,12,1,0,0,0,0,0,0,13,8,4,0,12,1,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,4,3,1,4,0
2015,MI-515,Monroe City & County CoC,Suburban CoCs,185,88,93,0,181,4,129,54,71,0,125,4,56,34,22,56,0,23,14,9,23,0,6,5,0,5,1,6,5,0,5,1,0,0,0,0,36,6,30,0,36,0,11,7,4,0,11,0,1,1,0,0,1,0,10,6,4,0,10,0,5,4,1,5,0,0,0,0,0,0,5,4,1,5,0,4,3,1,4,0
2015,MI-516,"Norton Shores, Muskegon City & County CoC",Suburban CoCs,179,133,33,0,166,13,125,91,21,0,112,13,54,42,12,54,0,18,14,4,18,0,5,2,0,2,3,5,2,0,2,3,0,0,0,0,4,4,0,0,4,0,36,16,18,0,34,2,4,4,0,0,4,0,32,12,18,0,30,2,5,3,2,5,0,0,0,0,0,0,5,3,2,5,0,6,4,2,6,0
2015,MI-517,Jackson City & County CoC,Rural CoCs,159,71,81,0,152,7,56,38,14,0,52,4,103,33,67,100,3,34,12,21,33,1,6,5,0,5,1,6,5,0,5,1,0,0,0,0,3,3,0,0,3,0,9,4,5,0,9,0,0,0,0,0,0,0,9,4,5,0,9,0,6,0,6,6,0,0,0,0,0,0,6,0,6,6,0,13,0,13,13,0
2015,MI-518,Livingston County CoC,Suburban CoCs,103,55,46,0,101,2,48,31,15,0,46,2,55,24,31,55,0,18,8,10,18,0,2,1,0,1,1,2,1,0,1,1,0,0,0,0,8,7,1,0,8,0,11,5,6,0,11,0,4,4,0,0,4,0,7,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MI-519,Holland/Ottawa County CoC,Suburban CoCs,285,137,142,0,279,6,136,91,39,0,130,6,149,46,103,149,0,43,12,31,43,0,23,22,0,22,1,16,15,0,15,1,7,7,7,0,4,1,2,0,3,1,24,18,5,0,23,1,1,0,0,0,0,1,23,18,5,0,23,0,6,2,4,6,0,0,0,0,0,0,6,2,4,6,0,11,5,6,11,0
2015,MI-523,Eaton County CoC,Suburban CoCs,135,48,78,0,126,9,11,4,1,0,5,6,124,44,77,121,3,34,12,21,33,1,2,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,3,1,0,1,2
2015,MN-500,Minneapolis/Hennepin County CoC,Major Cities,3215,1733,1359,0,3092,123,1511,1017,374,0,1391,120,1704,716,985,1701,3,473,224,248,472,1,637,572,0,572,65,601,536,0,536,65,36,36,36,0,127,55,68,0,123,4,217,135,80,0,215,2,37,20,17,0,37,0,180,115,63,0,178,2,65,42,22,64,1,0,0,0,0,0,65,42,22,64,1,99,59,38,97,2
2015,MN-501,Saint Paul/Ramsey County CoC,Other Urban CoCs,1398,758,556,0,1314,84,738,462,218,0,680,58,660,296,338,634,26,226,96,117,213,13,281,217,0,217,64,216,164,0,164,52,65,53,53,12,59,42,10,0,52,7,142,50,89,0,139,3,21,8,12,0,20,1,121,42,77,0,119,2,82,24,55,79,3,10,0,10,10,0,72,24,45,69,3,94,33,58,91,3
2015,MN-502,Rochester/Southeast Minnesota CoC,Rural CoCs,451,217,212,0,429,22,122,87,17,0,104,18,329,130,195,325,4,105,44,59,103,2,69,64,0,64,5,38,33,0,33,5,31,31,31,0,8,4,1,0,5,3,18,8,8,0,16,2,0,0,0,0,0,0,18,8,8,0,16,2,13,4,8,12,1,0,0,0,0,0,13,4,8,12,1,18,6,11,17,1
2015,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Suburban CoCs,608,287,141,0,428,180,298,108,51,0,159,139,310,179,90,269,41,92,49,29,78,14,64,46,0,46,18,32,20,0,20,12,32,26,26,6,28,12,13,0,25,3,114,48,28,0,76,38,33,22,3,0,25,8,81,26,25,0,51,30,33,18,11,29,4,1,0,0,0,1,32,18,11,29,3,56,36,15,51,5
2015,MN-504,Northeast Minnesota CoC,Rural CoCs,68,9,36,0,45,23,32,7,14,0,21,11,36,2,22,24,12,11,1,6,7,4,18,0,0,0,18,11,0,0,0,11,7,0,0,7,3,0,3,0,3,0,14,2,11,0,13,1,3,1,2,0,3,0,11,1,9,0,10,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
2015,MN-505,St. Cloud/Central Minnesota CoC,Rural CoCs,696,297,194,0,491,205,380,160,99,0,259,121,316,137,95,232,84,105,46,35,81,24,12,9,0,9,3,4,1,0,1,3,8,8,8,0,29,4,15,0,19,10,115,59,33,0,92,23,24,14,1,0,15,9,91,45,32,0,77,14,32,22,7,29,3,0,0,0,0,0,32,22,7,29,3,40,30,7,37,3
2015,MN-506,Northwest Minnesota CoC,Rural CoCs,254,112,127,0,239,15,114,68,35,0,103,11,140,44,92,136,4,46,16,29,45,1,60,46,0,46,14,41,31,0,31,10,19,15,15,4,10,5,2,0,7,3,27,5,21,0,26,1,1,0,1,0,1,0,26,5,20,0,25,1,8,2,6,8,0,1,0,1,1,0,7,2,5,7,0,10,3,7,10,0
2015,MN-508,Moorhead/West Central Minnesota CoC,Rural CoCs,242,153,81,0,234,8,114,86,24,0,110,4,128,67,57,124,4,36,17,18,35,1,40,39,0,39,1,19,18,0,18,1,21,21,21,0,5,4,1,0,5,0,22,5,17,0,22,0,1,0,1,0,1,0,21,5,16,0,21,0,17,4,13,17,0,0,0,0,0,0,17,4,13,17,0,29,10,19,29,0
2015,MN-509,Duluth/St.Louis County CoC,Rural CoCs,490,136,187,0,323,167,283,89,52,0,141,142,207,47,135,182,25,69,15,44,59,10,205,54,0,54,151,157,28,0,28,129,48,26,26,22,26,4,10,0,14,12,61,16,21,0,37,24,11,7,4,0,11,0,50,9,17,0,26,24,15,2,9,11,4,0,0,0,0,0,15,2,9,11,4,18,2,9,11,7
2015,MN-511,Southwest Minnesota CoC,Rural CoCs,124,62,48,0,110,14,30,17,2,0,19,11,94,45,46,91,3,29,13,15,28,1,10,7,0,7,3,5,2,0,2,3,5,5,5,0,2,0,0,0,0,2,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,10,3,7,10,0,0,0,0,0,0,10,3,7,10,0,8,4,4,8,0
2015,MO-500,St. Louis County CoC,Suburban CoCs,438,203,176,0,379,59,205,74,113,0,187,18,233,129,63,192,41,70,44,19,63,7,30,16,0,16,14,21,7,0,7,14,9,9,9,0,28,6,21,0,27,1,60,16,40,0,56,4,14,6,6,0,12,2,46,10,34,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MO-501,St.Louis City CoC,Other Urban CoCs,1312,554,622,24,1200,112,558,293,144,24,461,97,754,261,478,739,15,205,91,111,202,3,110,16,17,33,77,102,8,17,25,77,8,8,8,0,138,20,100,5,125,13,68,25,29,3,57,11,1,1,0,0,1,0,67,24,29,3,56,11,30,14,15,29,1,0,0,0,0,0,30,14,15,29,1,58,25,32,57,1
2015,MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",Suburban CoCs,803,399,157,0,556,247,255,45,91,0,136,119,548,354,66,420,128,153,93,20,113,40,58,33,0,33,25,22,7,0,7,15,36,26,26,10,3,2,0,0,2,1,56,16,20,0,36,20,13,6,3,0,9,4,43,10,17,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Other Urban CoCs,584,313,96,0,409,175,339,135,29,0,164,175,245,178,67,245,0,77,50,27,77,0,161,46,0,46,115,144,29,0,29,115,17,17,17,0,46,10,0,0,10,36,37,15,18,0,33,4,11,6,1,0,7,4,26,9,17,0,26,0,13,7,6,13,0,0,0,0,0,0,13,7,6,13,0,14,9,5,14,0
2015,MO-602,"Joplin/Jasper, Newton Counties CoC",Rural CoCs,258,108,130,0,238,20,160,92,48,0,140,20,98,16,82,98,0,34,7,27,34,0,45,36,0,36,9,45,36,0,36,9,0,0,0,0,52,19,31,0,50,2,9,5,3,0,8,1,4,3,0,0,3,1,5,2,3,0,5,0,12,1,11,12,0,0,0,0,0,0,12,1,11,12,0,16,1,15,16,0
2015,MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Other Urban CoCs,164,88,50,18,156,8,107,58,23,18,99,8,57,30,27,57,0,20,11,9,20,0,65,42,18,60,5,51,28,18,46,5,14,14,14,0,12,2,8,1,11,1,8,7,1,0,8,0,0,0,0,0,0,0,8,7,1,0,8,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0
2015,MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",Major Cities,1686,949,572,9,1530,156,1066,654,278,9,941,125,620,295,294,589,31,209,100,96,196,13,433,331,9,340,93,407,325,9,334,73,26,6,6,20,162,62,62,9,133,29,122,47,59,0,106,16,25,5,15,0,20,5,97,42,44,0,86,11,12,4,8,12,0,5,3,2,5,0,7,1,6,7,0,12,4,8,12,0
2015,MO-606,Missouri Balance of State CoC,Rural CoCs,1477,819,321,8,1148,329,874,489,121,8,618,256,603,330,200,530,73,191,111,58,169,22,168,103,8,111,57,124,67,8,75,49,44,36,36,8,139,77,29,1,107,32,129,83,20,0,103,26,35,29,4,0,33,2,94,54,16,0,70,24,41,27,10,37,4,2,0,2,2,0,39,27,8,35,4,72,50,15,65,7
2015,MS-500,"Jackson/Rankin, Madison Counties CoC",Suburban CoCs,762,163,263,0,426,336,624,130,158,0,288,336,138,33,105,138,0,34,9,25,34,0,104,18,0,18,86,104,18,0,18,86,0,0,0,0,69,13,8,0,21,48,41,14,10,0,24,17,20,12,8,0,20,0,21,2,2,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MS-501,Mississippi Balance of State CoC,Rural CoCs,809,244,322,0,566,243,508,158,156,0,314,194,301,86,166,252,49,90,30,48,78,12,85,25,0,25,60,75,25,0,25,50,10,0,0,10,79,16,42,0,58,21,37,9,15,0,24,13,5,5,0,0,5,0,32,4,15,0,19,13,6,0,4,4,2,0,0,0,0,0,6,0,4,4,2,18,0,10,10,8
2015,MS-503,Gulf Port/Gulf Coast Regional CoC,Rural CoCs,412,116,33,0,149,263,343,81,10,0,91,252,69,35,23,58,11,28,15,11,26,2,54,24,0,24,30,54,24,0,24,30,0,0,0,0,58,4,4,0,8,50,15,7,0,0,7,8,0,0,0,0,0,0,15,7,0,0,7,8,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,3,1,2,3,0
