year,state,coc_name,coc_number,spm0_coc_award_amount,ahar_part_1_coc_category,spm0_total_non_dv_beds_on_hic_es_th,spm0_total_non_dv_hmis_beds_on_hic_es_th,spm1_es_sh_avg_days,spm1_es_sh_median_days,spm1_es_sh_th_avg_days,spm1_es_sh_th_median_days,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort,spm3_total_hmis_count,spm4s_total_stayers_persons,spm4s_total_stayers_increased_earned_income,spm4s_total_stayers_increased_non_employment_cash_income,spm4s_total_stayers_increased_total_income,spm4l_total_leavers_persons,spm4l_total_leavers_increased_earned_income,spm4l_total_leavers_increased_non_employment_cash_income,spm4l_total_leavers_increased_total_income,spm5_es_sh_th_1st_time_homeless,spm5_es_sh_th_ph_1st_time_homeless,spm7_total_persons_exiting_street_outreach_so,spm7_total_persons_exited_so_to_temporary_destinations,spm7_total_persons_exited_so_to_permanent_destinations,spm7_total_persons_exiting_es_th_sh_ph_rrh,spm7_total_persons_exiting_es_th_sh_ph_rrh_to_permanent_housing,spm7_total_persons_exiting_ph_or_remaining_in_ph_at_end_of_reporting_period_measure_excludes_ph_rrh,spm7_total_persons_exited_ph_to_permanent_destinations_or_remained_in_ph_for_6_mos_measure_excludes_ph_rrh
2016,OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,2696040,"Smaller Cities, Counties, and Regional CoCs",283,283,81,49,131,63,436,24,41,57,1229,358,15,79,91,225,22,22,43,808,968,48,3,23,959,587,579,539
2016,OK,North Central Oklahoma CoC,OK-500,286706,"Smaller Cities, Counties, and Regional CoCs",118,74,26,15,46,18,235,21,34,44,627,4,1,0,1,41,15,4,18,495,554,0,0,0,565,238,9,6
2016,OK,Tulsa City & County CoC,OK-501,2794032,Major Cities,684,656,79,12,84,13,197,29,41,59,5573,226,4,36,40,123,15,33,45,3498,3519,411,30,16,839,196,335,300
2016,OK,Oklahoma City CoC,OK-502,3230712,Major Cities,1229,1071,88,24,99,27,281,9,18,32,4260,260,7,16,23,137,31,18,46,3307,3411,25,1,2,3359,380,693,623
2016,OK,Oklahoma Balance of State CoC,OK-503,578363,Balance of State and Statewide CoCs,97,33,27,11,115,50,56,0,0,0,141,41,0,1,1,13,0,2,2,100,130,113,1,109,119,79,65,57
2016,OK,Norman/Cleveland County CoC,OK-504,408358,"Smaller Cities, Counties, and Regional CoCs",53,40,19,7,24,7,75,0,0,4,603,30,0,2,2,12,0,2,2,478,543,0,0,0,52,46,107,97
2016,OK,Northeast Oklahoma CoC,OK-505,364564,"Smaller Cities, Counties, and Regional CoCs",322,130,51,12,98,42,269,17,28,40,388,16,1,2,3,143,48,5,53,280,303,0,0,0,411,234,68,48
2016,OK,Southwest Oklahoma Regional CoC,OK-506,108098,"Smaller Cities, Counties, and Regional CoCs",215,118,445,77,445,77,179,16,19,23,249,0,0,0,0,0,0,0,0,229,278,7,0,2,247,90,8,8
2016,OK,Southeastern Oklahoma Regional CoC,OK-507,120983,"Smaller Cities, Counties, and Regional CoCs",258,40,25,3,25,3,851,55,72,110,918,6,2,0,2,13,1,0,1,835,1396,18,0,0,1514,1013,60,52
2016,OR,"Eugene, Springfield/Lane County CoC",OR-500,3377840,"Smaller Cities, Counties, and Regional CoCs",566,566,56,10,69,12,788,82,108,139,3803,197,11,37,47,124,16,30,42,2574,2887,280,0,9,3613,650,592,538
2016,OR,"Portland, Gresham/Multnomah County CoC",OR-501,21649478,Major Cities,1718,1501,47,17,88,30,1600,137,264,462,8237,1170,45,211,251,836,182,140,306,5859,8070,133,7,101,9186,3775,3982,3785
2016,OR,"Medford, Ashland/Jackson County CoC",OR-502,265111,"Smaller Cities, Counties, and Regional CoCs",258,135,57,34,176,107,491,15,37,57,351,28,0,0,0,75,6,8,14,199,693,190,0,0,623,484,327,277
2016,OR,Central Oregon CoC,OR-503,597510,"Smaller Cities, Counties, and Regional CoCs",243,153,38,21,43,21,587,71,93,122,1219,19,1,1,1,39,10,6,14,927,983,4,0,3,1192,377,17,15
2016,OR,Oregon Balance of State CoC,OR-505,3134740,Balance of State and Statewide CoCs,2202,585,21,2,53,3,1713,34,70,105,3566,177,6,13,18,351,44,43,80,2981,5337,206,54,24,4583,1938,749,655
2016,OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,3367261,"Smaller Cities, Counties, and Regional CoCs",210,204,55,42,109,50,661,31,45,75,840,216,13,75,82,126,26,39,60,596,705,377,16,28,693,372,253,214
2016,OR,Clackamas County CoC,OR-507,2294569,"Smaller Cities, Counties, and Regional CoCs",97,97,16,7,87,13,185,1,1,5,591,102,7,18,25,86,13,18,28,416,524,0,0,0,520,126,317,305
2016,PA,Philadelphia CoC,PA-500,33542976,Major Cities,5451,4442,150,75,216,120,2089,112,165,238,10228,1934,159,586,680,529,101,163,241,5738,6215,280,1,4,6781,1563,3992,3874
2016,PA,Harrisburg/Dauphin County CoC,PA-501,1683543,"Smaller Cities, Counties, and Regional CoCs",435,291,60,37,109,49,420,9,18,30,882,48,1,5,6,59,6,12,18,638,777,0,0,0,686,322,146,131
2016,PA,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,5141756,"Smaller Cities, Counties, and Regional CoCs",384,325,98,45,133,60,435,16,26,45,1355,187,2,78,79,116,52,62,62,903,1084,12,2,4,1210,564,304,294
2016,PA,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,3917394,"Smaller Cities, Counties, and Regional CoCs",145,145,19,12,57,19,657,73,105,129,942,75,3,19,19,38,17,6,23,703,864,0,0,0,873,580,242,232
2016,PA,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,2973442,"Smaller Cities, Counties, and Regional CoCs",326,312,67,56,141,70,490,21,42,77,993,74,1,14,14,89,28,13,35,578,798,240,142,14,954,586,142,137
2016,PA,Chester County CoC,PA-505,1642543,"Smaller Cities, Counties, and Regional CoCs",929,911,67,53,133,86,929,65,114,166,1830,109,0,1,1,54,10,11,18,1144,1211,98,23,58,1332,819,326,306
2016,PA,Reading/Berks County CoC,PA-506,2828868,"Smaller Cities, Counties, and Regional CoCs",444,436,80,40,136,67,994,63,116,163,1680,83,6,9,12,200,67,17,83,974,1168,46,20,3,1440,852,387,362
2016,PA,Scranton/Lackawanna County CoC,PA-508,2586130,"Smaller Cities, Counties, and Regional CoCs",179,179,26,11,107,30,249,7,13,30,796,79,17,30,42,109,24,28,48,514,549,16,12,4,672,477,184,178
2016,PA,Eastern Pennsylvania CoC,PA-509,10978472,"Smaller Cities, Counties, and Regional CoCs",1855,1153,68,34,125,50,1883,49,89,157,4705,557,63,224,261,553,139,121,241,3544,4692,9,1,2,4457,2378,1203,1113
2016,PA,Lancaster City & County CoC,PA-510,2311097,"Smaller Cities, Counties, and Regional CoCs",383,378,34,19,79,32,705,50,75,95,1825,67,10,17,26,168,21,40,59,1339,1416,24,7,5,869,240,167,163
2016,PA,"Bristol, Bensalem/Bucks County CoC",PA-511,1174207,"Smaller Cities, Counties, and Regional CoCs",472,441,62,27,214,89,359,14,56,100,1034,24,5,6,11,49,18,14,28,577,734,0,0,0,780,393,123,110
2016,PA,York City & County CoC,PA-512,1196933,"Smaller Cities, Counties, and Regional CoCs",279,279,29,17,56,24,623,71,100,157,1904,39,0,6,6,53,3,13,14,1398,1495,0,0,0,1776,843,234,194
2016,PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,17787724,"Smaller Cities, Counties, and Regional CoCs",1122,1103,81,47,163,75,943,75,113,155,3935,512,61,143,201,412,123,96,201,2682,3322,77,1,2,3192,1119,2110,1866
2016,PA,Western Pennsylvania CoC,PA-601,8977926,"Smaller Cities, Counties, and Regional CoCs",909,602,75,23,126,35,1812,93,183,283,2046,393,67,86,138,517,100,93,179,1464,2452,0,0,0,2336,1474,971,907
2016,PA,Beaver County CoC,PA-603,1347740,"Smaller Cities, Counties, and Regional CoCs",110,110,118,30,149,38,143,2,5,13,408,60,9,15,24,75,10,4,14,251,586,0,0,0,539,283,213,169
2016,PA,Erie City & County CoC,PA-605,2267190,"Smaller Cities, Counties, and Regional CoCs",368,368,49,30,83,41,717,73,116,169,1572,121,13,22,32,146,28,17,40,1022,1161,383,304,22,1410,646,466,434
2016,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,13057303,Balance of State and Statewide CoCs,942,941,120,34,227,120,682,98,135,184,1946,786,43,56,91,617,89,155,230,1061,1328,779,172,143,1303,573,1621,1536
2016,PR,South-Southeast Puerto Rico CoC,PR-503,5658674,"Smaller Cities, Counties, and Regional CoCs",623,617,263,95,275,151,519,26,46,92,1058,176,22,13,26,244,29,40,63,578,831,395,113,101,1044,706,515,464
2016,RI,Rhode Island Statewide CoC,RI-500,5932887,Balance of State and Statewide CoCs,963,810,85,47,113,58,1714,204,283,336,3477,434,22,107,125,284,48,54,95,1968,2441,315,40,69,2984,1283,1906,1798
2016,SC,Charleston/Low Country CoC,SC-500,1719596,"Smaller Cities, Counties, and Regional CoCs",321,267,62,33,77,53,699,57,90,109,1340,47,0,0,0,38,4,5,8,974,1095,523,59,108,1223,520,156,154
2016,SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,3240222,"Smaller Cities, Counties, and Regional CoCs",1446,711,103,58,173,86,1018,58,85,114,1776,196,7,41,48,141,43,26,66,1069,1317,172,17,8,1591,928,244,237
2016,SC,Columbia/Midlands CoC,SC-502,2856086,"Smaller Cities, Counties, and Regional CoCs",997,791,62,24,100,43,1146,103,191,271,3665,170,4,4,7,490,77,80,144,2327,2533,652,43,15,2673,1210,890,827
2016,SC,"Myrtle Beach, Sumter City & County CoC",SC-503,1918122,"Smaller Cities, Counties, and Regional CoCs",501,329,51,20,80,27,613,28,48,79,1773,150,9,37,44,198,74,20,93,1439,2117,51,9,19,1904,889,1019,955
2016,SD,South Dakota Statewide CoC,SD-500,1264095,Balance of State and Statewide CoCs,831,443,187,21,236,34,471,35,50,70,3058,86,5,12,16,85,7,28,31,1796,1958,30,3,27,2343,476,345,314
2016,TN,Chattanooga/Southeast Tennessee CoC,TN-500,2589462,"Smaller Cities, Counties, and Regional CoCs",277,243,42,14,52,15,452,24,44,65,1960,226,4,57,61,186,21,42,42,1757,2090,92,6,26,1105,500,652,618
2016,TN,Memphis/Shelby County CoC,TN-501,6706950,Major Cities,1496,1446,40,10,96,27,1775,100,139,231,4695,373,5,34,38,723,183,71,239,3632,3980,330,105,104,4634,1743,790,757
2016,TN,Knoxville/Knox County CoC,TN-502,1390506,"Smaller Cities, Counties, and Regional CoCs",755,677,46,21,72,29,877,114,165,233,3479,136,4,22,26,327,42,47,80,1997,2520,132,2,105,1533,1109,373,327
2016,TN,Central Tennessee CoC,TN-503,1816073,"Smaller Cities, Counties, and Regional CoCs",235,235,126,25,137,32,237,5,15,16,1302,51,0,0,0,210,40,13,52,856,1078,0,0,0,1046,431,268,229
2016,TN,Nashville-Davidson County CoC,TN-504,3234117,Major Cities,2069,511,109,44,162,82,741,49,68,100,1617,361,44,121,161,136,21,45,65,1062,1991,221,21,16,1784,1194,1702,1468
2016,TN,Upper Cumberland CoC,TN-506,780613,"Smaller Cities, Counties, and Regional CoCs",257,149,48,22,62,29,361,7,22,33,376,34,2,12,14,52,5,23,23,306,562,18,1,3,478,230,171,147
2016,TN,Jackson/West Tennessee CoC,TN-507,1546745,"Smaller Cities, Counties, and Regional CoCs",166,120,80,43,139,61,317,4,7,19,202,108,7,23,26,145,49,31,73,252,656,231,103,91,422,348,462,435
2016,TN,Appalachian Regional CoC,TN-509,1528834,"Smaller Cities, Counties, and Regional CoCs",436,214,26,8,44,10,39,2,6,10,1185,111,7,29,34,82,36,11,43,846,1295,0,0,0,1341,494,293,285
2016,TN,Murfreesboro/Rutherford County CoC,TN-510,525674,"Smaller Cities, Counties, and Regional CoCs",222,126,36,38,77,47,124,4,13,27,62,38,0,8,8,11,3,3,6,101,209,0,0,0,94,67,159,154
2016,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,492136,"Smaller Cities, Counties, and Regional CoCs",365,124,17,5,92,7,231,8,11,16,571,20,3,1,4,29,5,4,9,486,1147,5,2,3,1033,362,60,52
2016,TX,San Antonio/Bexar County CoC,TX-500,8654457,Major Cities,2066,2026,110,41,157,67,2969,184,394,659,6235,238,18,50,63,285,81,43,101,3445,4896,984,470,69,4583,1927,2071,1973
2016,TX,Austin/Travis County CoC,TX-503,5686658,Major Cities,1001,969,74,40,96,49,1658,116,169,248,5040,290,11,48,57,98,25,34,56,3051,3494,74,5,4,4541,1226,1499,1412
2016,TX,"Dallas City & County, Irving CoC",TX-600,15979190,Major Cities,3094,934,119,72,175,97,1431,64,103,157,4999,663,79,150,210,539,212,131,317,3384,4486,175,74,44,3069,1254,2739,2642
2016,TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,11323933,Major Cities,1527,1171,311,91,341,112,1308,183,236,300,7017,422,8,27,32,61,24,24,40,4799,5328,455,38,50,7762,1430,1563,1487
2016,TX,El Paso City & County CoC,TX-603,2763916,Major Cities,1190,774,34,10,75,17,573,47,76,107,2244,27,0,14,11,213,77,80,141,1106,1558,243,51,87,1720,1016,101,87
2016,TX,Waco/McLennan County CoC,TX-604,988312,"Smaller Cities, Counties, and Regional CoCs",165,150,33,10,50,14,204,39,45,50,1092,25,2,3,5,87,32,9,38,726,746,93,23,30,950,129,82,75
2016,TX,Texas Balance of State CoC,TX-607,6499737,Balance of State and Statewide CoCs,3193,1892,39,14,58,19,3254,271,413,553,8932,177,22,42,60,462,142,65,183,6536,7214,1598,354,58,8328,2547,309,281
2016,TX,Amarillo CoC,TX-611,595303,"Smaller Cities, Counties, and Regional CoCs",588,588,116,32,136,36,305,40,61,77,2156,149,41,46,20,109,28,28,8,1294,1301,0,0,0,1679,244,398,269
2016,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,301888,"Smaller Cities, Counties, and Regional CoCs",349,313,35,11,35,11,33,0,3,3,213,25,2,1,3,2,0,0,0,0,1,1,0,1,350,129,25,25
2016,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,33233058,Major Cities,2906,2884,43,14,87,26,3149,353,587,955,13463,906,84,132,197,910,293,142,405,9499,11049,3534,65,513,12316,3597,2737,2511
2016,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,288891,"Smaller Cities, Counties, and Regional CoCs",184,178,52,27,52,27,212,5,6,6,741,17,0,0,0,24,1,1,2,521,532,0,0,0,659,205,0,0
2016,UT,Salt Lake City & County CoC,UT-500,7291633,"Smaller Cities, Counties, and Regional CoCs",1198,1078,60,25,74,28,2150,233,410,906,9382,335,21,71,84,379,61,90,142,5350,5899,1385,88,49,8055,1841,2227,2093
2016,UT,Utah Balance of State CoC,UT-503,1819427,Balance of State and Statewide CoCs,394,338,34,15,37,16,886,44,60,160,3783,77,0,7,7,250,54,40,84,2805,3720,141,22,15,4150,1856,282,241
2016,UT,Provo/Mountainland CoC,UT-504,978525,"Smaller Cities, Counties, and Regional CoCs",104,104,12,4,28,4,191,12,20,32,1455,74,2,14,14,134,31,33,58,1116,1246,47,0,0,1430,608,233,188
2016,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,4346322,"Smaller Cities, Counties, and Regional CoCs",615,564,41,19,72,33,1355,134,214,316,3509,161,10,61,65,166,26,29,51,2299,2586,158,28,54,3171,1387,507,492
2016,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,3903688,"Smaller Cities, Counties, and Regional CoCs",496,175,39,20,65,31,769,13,30,56,1633,187,13,47,58,143,61,23,78,1019,1442,213,83,39,1813,773,476,466
2016,VA,"Roanoke City & County, Salem CoC",VA-502,835191,"Smaller Cities, Counties, and Regional CoCs",430,420,35,13,38,14,342,18,27,49,2116,65,0,17,17,25,0,6,6,1921,2068,566,49,294,2092,353,178,165
2016,VA,Virginia Beach CoC,VA-503,1401011,Major Cities,235,231,75,40,144,83,469,22,42,54,907,131,13,33,43,76,20,27,35,554,672,174,40,42,753,473,440,431
2016,VA,Charlottesville CoC,VA-504,364572,"Smaller Cities, Counties, and Regional CoCs",104,14,30,11,37,13,85,3,12,18,283,57,2,8,10,17,1,3,4,228,249,0,0,0,288,111,78,75
2016,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,2017216,"Smaller Cities, Counties, and Regional CoCs",310,206,77,41,98,44,496,18,30,51,1347,104,13,18,31,34,6,15,17,934,1267,64,26,5,1585,724,350,325
2016,VA,Portsmouth CoC,VA-507,1204885,"Smaller Cities, Counties, and Regional CoCs",47,47,66,52,107,56,325,14,27,27,432,45,1,3,4,18,2,6,7,533,556,16,3,4,342,185,172,165
2016,VA,Lynchburg CoC,VA-508,359813,"Smaller Cities, Counties, and Regional CoCs",173,173,43,25,57,30,218,10,19,32,743,29,0,0,0,33,9,5,12,544,579,0,0,0,694,279,49,48
2016,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,361353,"Smaller Cities, Counties, and Regional CoCs",183,135,89,45,89,45,258,8,16,28,544,28,0,7,7,7,0,1,1,363,543,0,0,0,709,429,76,72
2016,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,273731,"Smaller Cities, Counties, and Regional CoCs",126,126,54,44,65,49,367,32,58,85,797,10,0,1,1,35,15,6,20,561,608,100,32,36,735,388,49,48
2016,VA,Virginia Balance of State CoC,VA-521,891945,Balance of State and Statewide CoCs,524,226,37,21,37,21,1685,92,129,312,1638,26,0,5,5,169,6,1,7,1263,2062,40,6,10,2272,1353,44,39
2016,VA,Arlington County CoC,VA-600,2539044,"Smaller Cities, Counties, and Regional CoCs",190,190,109,80,122,86,250,24,29,50,533,50,2,3,5,11,2,3,4,130,177,166,8,13,431,234,238,227
2016,VA,Fairfax County CoC,VA-601,8421041,"Smaller Cities, Counties, and Regional CoCs",694,690,61,44,106,50,1630,214,324,440,3118,272,15,87,89,97,17,23,37,1838,2025,439,79,93,2734,1242,942,906
2016,VA,Loudoun County CoC,VA-602,167480,"Smaller Cities, Counties, and Regional CoCs",122,105,58,37,91,48,98,3,34,40,416,50,9,5,13,148,30,3,31,276,416,14,1,3,556,275,28,25
2016,VA,Alexandria CoC,VA-603,808196,"Smaller Cities, Counties, and Regional CoCs",259,259,91,57,116,70,255,37,67,75,773,22,0,3,3,12,1,0,1,489,509,8,2,0,571,200,56,54
2016,VA,Prince William County CoC,VA-604,564657,"Smaller Cities, Counties, and Regional CoCs",289,289,44,35,104,44,680,47,85,113,1359,16,0,1,1,59,13,5,17,941,1072,4,0,2,1222,589,47,44
2016,VI,Virgin Islands CoC,VI-500,107651,Balance of State and Statewide CoCs,95,82,169,70,228,91,51,3,3,4,187,27,0,0,0,28,0,3,3,113,145,0,0,0,137,69,102,92
2016,VT,Vermont Balance of State CoC,VT-500,3335037,Balance of State and Statewide CoCs,424,303,69,44,102,56,792,54,78,121,1810,165,12,39,47,84,10,19,27,1325,2632,333,82,151,2502,1524,286,276
2016,VT,Burlington/Chittenden County CoC,VT-501,1143175,"Smaller Cities, Counties, and Regional CoCs",210,23,63,59,92,66,74,4,7,15,66,30,0,11,11,39,5,5,10,53,192,103,0,9,147,109,92,80
2016,WA,Seattle/King County CoC,WA-500,34457083,Major Cities,5869,4657,79,28,144,48,4281,223,327,516,16648,1507,36,231,258,1128,169,230,375,9119,11393,1099,178,119,13534,4093,6502,6120
2016,WA,Washington Balance of State CoC,WA-501,6373115,Balance of State and Statewide CoCs,4124,3178,45,23,98,32,7303,484,729,1011,11894,494,10,75,82,523,127,117,219,8540,13727,1243,63,71,14515,7101,2142,1908
2016,WA,Spokane City & County CoC,WA-502,3776210,"Smaller Cities, Counties, and Regional CoCs",1048,509,69,36,110,55,2733,179,317,466,2267,126,1,31,31,1153,137,162,278,2036,3828,397,137,124,3281,1926,641,544
2016,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3303548,"Smaller Cities, Counties, and Regional CoCs",922,834,72,38,107,46,2756,208,287,414,4156,294,5,44,47,208,37,36,62,2740,4202,220,5,5,4865,2112,1254,1145
2016,WA,Everett/Snohomish County CoC,WA-504,7982600,"Smaller Cities, Counties, and Regional CoCs",553,537,93,42,117,54,1721,50,93,177,2308,431,23,96,114,163,34,47,76,1478,2037,150,16,13,2294,1096,1908,1823
2016,WA,Yakima City & County CoC,WA-507,503296,"Smaller Cities, Counties, and Regional CoCs",0,0,65,27,146,38,911,45,77,113,1607,38,0,3,3,34,1,9,9,1115,1564,24,1,1,1577,570,203,176
2016,WA,Vancouver/Clark County CoC,WA-508,1738388,"Smaller Cities, Counties, and Regional CoCs",456,442,46,26,115,39,826,83,124,174,1782,26,0,8,8,24,5,7,10,1149,1485,62,4,17,1537,538,440,419
2016,WI,Wisconsin Balance of State CoC,WI-500,9101147,Balance of State and Statewide CoCs,2863,2336,46,28,89,36,4570,388,613,933,11886,253,33,37,63,396,115,75,169,7755,8681,1003,211,465,10637,5127,724,668
2016,WI,Milwaukee City & County CoC,WI-501,10453943,Major Cities,1428,1407,48,22,90,29,1513,207,310,423,6494,736,18,203,211,742,93,118,197,3986,4277,1441,134,202,3909,1795,1698,1640
2016,WI,Racine City & County CoC,WI-502,874678,"Smaller Cities, Counties, and Regional CoCs",250,236,46,18,69,23,272,18,32,37,800,39,0,1,1,9,0,2,2,588,638,144,20,21,744,271,78,76
2016,WI,Madison/Dane County CoC,WI-503,3156593,"Smaller Cities, Counties, and Regional CoCs",527,477,45,19,75,25,933,91,139,211,3056,193,18,74,87,147,20,28,44,1669,1915,532,265,184,1819,850,1064,992
2016,WV,"Wheeling, Weirton Area CoC",WV-500,413181,"Smaller Cities, Counties, and Regional CoCs",84,80,71,37,89,44,257,31,42,57,267,8,0,0,0,27,6,3,9,200,234,194,66,77,256,131,28,23
2016,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2105300,"Smaller Cities, Counties, and Regional CoCs",271,258,42,21,58,25,730,110,142,173,1408,137,9,24,32,122,12,18,29,1012,1099,384,100,128,1250,499,579,547
2016,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1223910,"Smaller Cities, Counties, and Regional CoCs",366,205,60,32,88,41,914,154,192,293,1162,68,1,8,8,74,10,13,23,758,810,60,6,48,943,630,140,135
2016,WV,West Virginia Balance of State CoC,WV-508,4018831,Balance of State and Statewide CoCs,730,632,59,27,74,32,1751,175,255,356,3010,111,5,13,18,172,32,8,38,2117,2818,254,37,90,3255,1508,578,505
2016,WY,Wyoming Statewide CoC,WY-500,291611,Balance of State and Statewide CoCs,592,515,54,17,82,26,695,93,139,183,2641,19,0,0,0,68,5,6,11,1765,1877,118,14,66,2082,696,2082,696
2015,AK,Anchorage CoC,AK-500,2949710,"Smaller Cities, Counties, and Regional CoCs",943,734,35,16,55,21,680,119,150,193,4871,143,5,46,47,107,15,17,28,2378,2551,89,0,1,1492,828,439,395
2015,AK,Alaska Balance of State CoC,AK-501,762763,Balance of State and Statewide CoCs,482,358,48,20,77,29,89,7,10,18,1711,66,0,11,11,24,0,2,2,1038,1104,0,0,0,683,209,171,152
2015,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,8997707,"Smaller Cities, Counties, and Regional CoCs",967,826,46,12,76,18,1100,165,227,307,4511,536,10,16,26,333,60,71,122,2799,3302,675,220,68,4090,890,1529,1348
2015,AL,Mobile City & County/Baldwin County CoC,AL-501,3953258,"Smaller Cities, Counties, and Regional CoCs",403,326,27,6,44,7,556,64,87,117,2396,150,8,87,94,93,21,28,48,1748,1929,271,27,28,1727,217,213,202
2015,AL,Huntsville/North Alabama CoC,AL-503,754922,"Smaller Cities, Counties, and Regional CoCs",477,152,91,22,93,23,76,9,10,12,533,52,0,0,0,28,2,9,10,284,467,14,7,3,630,223,148,132
2015,AL,Montgomery City & County CoC,AL-504,2112078,"Smaller Cities, Counties, and Regional CoCs",354,339,71,35,110,46,251,39,50,63,1040,61,0,0,0,26,2,11,12,743,857,56,46,1,871,314,285,255
2015,AL,Gadsden/Northeast Alabama CoC,AL-505,0,"Smaller Cities, Counties, and Regional CoCs",73,64,88,16,98,17,81,5,11,12,530,0,0,0,0,0,0,0,0,414,425,0,0,0,446,66,15,13
2015,AL,Tuscaloosa City & County CoC,AL-506,232472,"Smaller Cities, Counties, and Regional CoCs",182,62,7,7,182,105,21,0,2,4,73,16,0,0,0,7,0,0,0,43,194,0,0,0,207,154,98,95
2015,AL,Alabama Balance of State CoC,AL-507,1045984,Balance of State and Statewide CoCs,481,10,178,178,166,76,69,0,0,2,61,4,0,0,0,17,1,5,6,47,363,0,0,0,325,226,95,83
2015,AR,Little Rock/Central Arkansas CoC,AR-500,3359964,"Smaller Cities, Counties, and Regional CoCs",649,409,46,21,72,30,491,44,62,90,1871,305,3,31,33,100,21,14,35,1334,1414,0,0,0,1542,508,594,562
2015,AR,Fayetteville/Northwest Arkansas CoC,AR-501,394778,"Smaller Cities, Counties, and Regional CoCs",411,253,19,9,44,11,200,25,41,47,996,16,0,0,0,60,8,4,11,750,819,0,0,0,975,271,88,76
2015,AR,Arkansas  Balance of State  CoC,AR-503,397224,Balance of State and Statewide CoCs,450,295,56,15,61,16,195,21,30,37,1691,10,0,0,0,30,8,0,8,1138,1141,0,0,0,1150,331,32,28
2015,AR,Southeast Arkansas,AR-505,292022,"Smaller Cities, Counties, and Regional CoCs",106,0,28,8,28,8,45,6,7,9,282,0,0,0,0,0,0,0,0,230,230,0,0,0,267,74,5,5
2015,AR,Old Fort Homeless Coalition,AR-508,0,"Smaller Cities, Counties, and Regional CoCs",134,0,24,7,33,8,44,7,12,17,580,0,0,0,0,0,0,0,0,439,439,0,0,0,441,25,0,0
2015,AR,"Boone, Baxter, Marion, Newton Counties CoC",AR-512,0,"Smaller Cities, Counties, and Regional CoCs",0,0,0,0,141,70,24,1,1,1,57,0,0,0,0,0,0,0,0,45,45,0,0,0,42,22,0,0
2015,AZ,Arizona Balance of State CoC,AZ-500,4010427,Balance of State and Statewide CoCs,806,713,74,22,106,29,1083,133,178,238,3596,339,23,91,112,243,52,46,92,2327,3424,85,9,25,3819,1491,825,773
2015,AZ,Tucson/Pima County CoC,AZ-501,8428109,Major Cities,1871,1845,42,15,110,36,2315,312,479,564,5530,205,11,60,68,319,83,28,106,3247,3547,423,122,48,4723,1646,1032,980
2015,AZ,Phoenix/Mesa/Maricopa County Regional CoC,AZ-502,26882333,Major Cities,3752,3107,58,30,99,47,3594,279,461,650,15167,2275,98,1017,1078,1114,256,264,489,9498,10479,4587,495,312,12675,4035,5278,4950
