year,coc_number,coc_number_and_name,pprn,estimated_ard,tier_1,bonus,dv_bonus,coc_planning
2015,LA-502,"LA-502-SHREVEPORT,BOSSIER,NORTHWEST LOUISIANA",1603504,3979023,,596853,,119371
2015,LA-503,"LA-503-NEW ORLEANS,JEFFERSON PARISH",9457614,16855982,,2528397,,505679
2015,LA-504,LA-504-BATON ROUGE,3094754,1988926,,464213,,92843
2015,LA-505,"LA-505-MONROE,NORTHEAST LOUISIANA",721021,1491555,,223733,,44747
2015,LA-506,"LA-506-SLIDELL,SOUTHEAST LOUISIANA",828290,2224329,,333649,,66730
2015,LA-507,"LA-507-ALEXANDRIA,CENTRAL LOUISIANA",561051,714271,,107141,,21428
2015,LA-508,"LA-508-HOUMA-TERREBONNE,THIBODAUX",626922,1188662,,178299,,35660
2015,LA-509,LA-509-LOUISIANA BALANCE OF STATE,736923,11269813,,1697276,,339455
2015,MA-500,MA-500-BOSTON,11032613,24063154,,3609473,,721895
2015,MA-502,MA-502-LYNN,1563615,1997049,,299557,,59911
2015,MA-503,MA-503-CAPE COD ISLANDS,543886,1677647,,251647,,50329
2015,MA-504,"MA-504-SPRINGFIELD,HAMPDEN COUNTY",3465226,2557002,,519784,,103957
2015,MA-505,MA-505-NEW BEDFORD,1716257,1944951,,291743,,58349
2015,MA-506,MA-506-WORCESTER CITY & COUNTY,4173240,6410028,,961504,,192301
2015,MA-507,"MA-507-PITTSFIELD,BERKSHIRE,FRANKLIN,HAMPSHIRE COUNTIES",1290991,1602948,,240442,,48088
2015,MA-508,MA-508-LOWELL,1327428,803989,,199114,,39823
2015,MA-509,MA-509-CAMBRIDGE,1772925,3719124,,557869,,111574
2015,MA-510,"MA-510-GLOUCESTER,HAVERHILL,SALEM,ESSEX COUNTY",1768458,1930208,,289531,,57906
2015,MA-511,"MA-511-QUINCY,BROCKTON,WEYMOUTH,PLYMOUTH CITY AND COUNTY",2356277,4529102,,679365,,135873
2015,MA-515,MA-515-FALL RIVER,1765222,1945917,,291888,,58378
2015,MA-516,MA-516-MASSACHUSETTS BALANCE OF STATE,4779364,11289698,,1693455,,338691
2015,MA-517,MA-517-SOMERVILLE,1867653,2099681,,314952,,62990
2015,MA-518,"MA-518-BROOKLINE,NEWTON",2001537,1517832,,300231,,60046
2015,MA-519,"MA-519-ATTLEBORO,TAUNTON,BRISTOL COUNTY",729992,913529,,137029,,27406
2015,MD-500,"MD-500-CUMBERLAND,ALLEGANY COUNTY",301071,809617,,121443,,24289
2015,MD-501,MD-501-BALTIMORE,12681731,21554805,,3233221,,646644
2015,MD-502,MD-502-HARFORD COUNTY,231837,798045,,119707,,23941
2015,MD-503,"MD-503-ANNAPOLIS,ANNE ARUNDEL COUNTY",1258219,2421090,,363164,,72633
2015,MD-504,MD-504-HOWARD COUNTY,249380,902207,,135331,,27066
2015,MD-505,MD-505-BALTIMORE COUNTY,2478070,2600823,,390123,,78025
2015,MD-506,MD-506-CARROLL COUNTY,183999,366612,,54992,,10998
2015,MD-507,MD-507-CECIL COUNTY,150750,261510,,39227,,7845
2015,MD-508,"MD-508-CHARLES,CALVERT,ST.MARY'S COUNTIES",373384,2305863,,345879,,69176
2015,MD-509,MD-509-FREDERICK CITY & COUNTY,253355,601950,,90293,,18059
2015,MD-510,MD-510-GARRETT COUNTY,60179,290612,,43592,,8718
2015,MD-511,MD-511-MID-SHORE REGIONAL,304935,758497,,113775,,22755
2015,MD-512,"MD-512-HAGERSTOWN,WASHINGTON COUNTY",305940,548266,,82240,,16448
2015,MD-513,"MD-513-WICOMICO,SOMERSET,WORCESTER COUNTIES",342755,1164438,,174666,,34933
2015,MD-600,MD-600-PRINCE GEORGE'S COUNTY,2981352,5026256,,753938,,150788
2015,MD-601,MD-601-MONTGOMERY COUNTY,2852532,7503916,,1125587,,225117
2015,ME-500,ME-500-MAINE BALANCE OF STATE,3712281,7823650,,1173548,,234710
2015,ME-502,ME-502-PORTLAND,1222088,3028451,,454268,,90854
2015,MI-500,MI-500-MICHIGAN BALANCE OF STATE,5640904,8134759,,1220214,,244043
2015,MI-501,MI-501-DETROIT,21613087,24575829,,3686374,,737275
2015,MI-502,"MI-502-DEARBORN,DEARBORN HEIGHTS,WESTLAND,WAYNE COUNTY",5637024,3449330,,845554,,169111
2015,MI-503,"MI-503-ST.CLAIR SHORES,WARREN,MACOMB COUNTY",1994739,1322357,,299211,,59842
2015,MI-504,"MI-504-PONTIAC,ROYAL OAK,OAKLAND COUNTY",4010973,5177328,,776599,,155320
2015,MI-505,"MI-505-FLINT,GENESEE COUNTY",3582045,2399031,,537307,,107461
2015,MI-506,"MI-506-GRAND RAPIDS,WYOMING,KENT COUNTY",3555797,5058368,,758755,,151751
2015,MI-507,"MI-507-PORTAGE,KALAMAZOO CITY & COUNTY",1334907,1834356,,275153,,55031
2015,MI-508,"MI-508-LANSING,EAST LANSING,INGHAM COUNTY",1553129,2187612,,328142,,65628
2015,MI-509,MI-509-WASHTENAW COUNTY,1233622,5050887,,757633,,151527
2015,MI-510,MI-510-SAGINAW CITY & COUNTY,1620470,1843373,,276506,,55301
2015,MI-511,MI-511-LENAWEE COUNTY,216296,108758,,32444,,6489
2015,MI-512,"MI-512-GRAND TRAVERSE,ANTRIM,LEELANAU COUNTIES",310500,650311,,97547,,19509
2015,MI-513,"MI-513-MARQUETTE,ALGER COUNTIES",172899,229132,,34370,,6874
2015,MI-514,"MI-514-BATTLE CREEK,CALHOUN COUNTY",462452,364610,,69368,,13874
2015,MI-515,MI-515-MONROE CITY & COUNTY,295298,162878,,44295,,8859
2015,MI-516,"MI-516-NORTON SHORES,MUSKEGON CITY & COUNTY",523686,527006,,79051,,15810
2015,MI-517,MI-517-JACKSON CITY & COUNTY,502555,869318,,130398,,26080
2015,MI-518,MI-518-LIVINGSTON COUNTY,205969,230611,,34592,,6918
2015,MI-519,"MI-519-HOLLAND,OTTAWA COUNTY",456841,978707,,146806,,29361
2015,MI-523,MI-523-EATON COUNTY,162817,741433,,111215,,22243
2015,MN-500,"MN-500-MINNEAPOLIS,HENNEPIN COUNTY",9188833,10213070,,1531961,,306392
2015,MN-501,"MN-501-ST.PAUL,RAMSEY COUNTY",4651827,6313350,,947003,,189401
2015,MN-502,"MN-502-ROCHESTER,SOUTHEAST MINNESOTA",1429119,1980159,,297024,,59405
2015,MN-503,"MN-503-DAKOTA,ANOKA,WASHINGTON,SCOTT,CARVER COUNTIES",1971470,3126007,,468901,,93780
2015,MN-504,MN-504-NORTHEAST MINNESOTA,247443,435831,,65375,,13075
2015,MN-505,"MN-505-ST.CLOUD,CENTRAL MINNESOTA",1219728,1325789,,198868,,39774
2015,MN-506,MN-506-NORTHWEST MINNESOTA,412304,670555,,100583,,20117
2015,MN-508,"MN-508-MOORHEAD,WEST CENTRAL MINNESOTA",458113,800339,,120051,,24010
2015,MN-509,"MN-509-DULUTH,ST.LOUIS COUNTY",2723365,3125991,,468899,,93780
2015,MN-511,MN-511-SOUTHWEST MINNESOTA,666778,932031,,139805,,27961
2015,MO-500,MO-500-ST.LOUIS COUNTY,3249509,1636913,,487426,,97485
2015,MO-501,MO-501-ST.LOUIS,11229730,10309830,,1684460,,336892
2015,MO-503,"MO-503-ST.CHARLES CITY & COUNTY,LINCOLN,WARREN COUNTIES",424806,273602,,63721,,12744
2015,MO-600,"MO-600-SPRINGFIELD,GREENE,CHRISTIAN,WEBSTER COUNTIES",611175,947138,,142071,,28414
2015,MO-602,"MO-602-JOPLIN,JASPER,NEWTON COUNTIES",371398,596637,,89496,,17899
2015,MO-603,"MO-603-ST.JOSEPH,ANDREW,BUCHANAN,DEKALB COUNTIES",968675,1196401,,179460,,35892
2015,MO-604,"MO-604-KANSAS CITY,INDEPENDENCE,LEE'SSUMMIT,JACKSON COUNTY",5543706,10452874,,1567931,,313586
2015,MO-606,MO-606-MISSOURI BALANCE OF STATE,4832923,4734312,,724938,,144988
2015,MS-500,"MS-500-JACKSON,RANKIN,MADISON COUNTIES",1859407,1518766,,278911,,55782
2015,MS-501,MS-501-MISSISSIPPI BALANCE OF STATE,4584403,3226170,,687660,,137532
2015,MS-503,"MS-503-GULF PORT,GULF COAST REGIONAL",886290,715967,,132944,,26589
2015,MT-500,MT-500-MONTANA STATEWIDE,1912204,2701734,,405260,,81052
2015,NC-500,"NC-500-WINSTON-SALEM,FORSYTH COUNTY",1459831,1896356,,284453,,56891
2015,NC-501,"NC-501-ASHEVILLE,BUNCOMBE COUNTY",489905,1196396,,179459,,35892
2015,NC-502,NC-502-DURHAM CITY & COUNTY,1252158,1125456,,187824,,37565
2015,NC-503,NC-503-NORTH CAROLINA BALANCE OF STATE,9803384,6815972,,1470508,,294102
2015,NC-504,"NC-504-GREENSBORO,HIGH POINT",1678323,1798751,,269813,,53963
2015,NC-505,"NC-505-CHARLOTTE,MECKLENBURG COUNTY",3523396,3805494,,570824,,114165
2015,NC-506,"NC-506-WILMINGTON,BRUNSWICK,NEW HANOVER,PENDER COUNTIES",598143,759439,,113916,,22783
2015,NC-507,"NC-507-RALEIGH,WAKE COUNTY",2955605,2739016,,443341,,88668
2015,NC-509,"NC-509-GASTONIA,CLEVELAND,GASTON,LINCOLN COUNTIES",727777,818631,,122795,,24559
2015,NC-511,"NC-511-FAYETTEVILLE,CUMBERLAND COUNTY",525697,806572,,120986,,24197
2015,NC-513,"NC-513-CHAPEL HILL,ORANGE COUNTY",239315,568053,,85208,,17042
2015,NC-516,NC-516-NORTHWEST NORTH CAROLINA,476011,270648,,71402,,14280
2015,ND-500,ND-500-NORTH DAKOTA STATEWIDE,1244984,2143947,,321592,,64318
2015,NE-500,NE-500-NEBRASKA BALANCE OF STATE,2256651,1916473,,338498,,67700
2015,NE-501,"NE-501-OMAHA,COUNCIL BLUFFS",3559703,3740348,,561052,,112210
2015,NE-502,NE-502-LINCOLN,1124733,1924873,,288731,,57746
2015,NH-500,NH-500-NEW HAMPSHIRE BALANCE OF STATE,2121004,3449822,,517473,,103495
2015,NH-501,NH-501-MANCHESTER,1117198,1268410,,190262,,38052
2015,NH-502,"NH-502-NASHUA,HILLSBOROUGH COUNTY",284892,1846344,,276952,,55390
2015,NJ-500,NJ-500-ATLANTIC CITY & COUNTY,539147,506980,,80872,,16174
2015,NJ-501,NJ-501-BERGEN COUNTY,5554142,3914869,,833121,,166624
2015,NJ-502,NJ-502-BURLINGTON COUNTY,314554,578628,,86794,,17359
2015,NJ-503,"NJ-503-CAMDEN CITY & COUNTY,GLOUCESTER,CAPEMAY,CUMBERLAND COUNTIES",4039749,3410103,,1253665,,250733
2015,NJ-504,"NJ-504-NEWARK,ESSEX COUNTY",8284540,5268587,,1242681,,248536
2015,NJ-506,"NJ-506-JERSEY CITY,BAYONNE,HUDSON COUNTY",6865847,4532972,,1029877,,205975
2015,NJ-507,"NJ-507-NEW BRUNSWICK,MIDDLESEX COUNTY",1766893,1969652,,295448,,59090
2015,NJ-508,NJ-508-MONMOUTH COUNTY,1853186,3264949,,489742,,97948
2015,NJ-509,NJ-509-MORRIS COUNTY,1205135,1750367,,262555,,52511
2015,NJ-510,"NJ-510-LAKEWOOD TOWNSHIP,OCEAN COUNTY",1180260,492410,,177039,,35408
2015,NJ-511,"NJ-511-PATERSON,PASSAIC COUNTY",3138929,3699848,,554977,,110995
2015,NJ-512,NJ-512-SALEM COUNTY,171678,144160,,25752,,5150
2015,NJ-513,NJ-513-SOMERSET COUNTY,286955,402656,,60398,,12080
2015,NJ-514,"NJ-514-TRENTON,MERCER COUNTY",2133399,3353322,,502998,,100600
2015,NJ-515,"NJ-515-ELIZABETH,UNION COUNTY",4408064,4449642,,667446,,133489
2015,NJ-516,"NJ-516-WARREN,SUSSEX,HUNTERDON COUNTIES",682254,1116573,,167486,,33497
2015,NM-500,NM-500-ALBUQUERQUE,2637264,5092874,,763931,,152786
2015,NM-501,NM-501-NEW MEXICO BALANCE OF STATE,2763319,4356940,,653541,,130708
2015,NV-500,"NV-500-LAS VEGAS,CLARK COUNTY",8892355,12421218,,1863183,,372637
2015,NV-501,"NV-501-RENO,SPARKS,WASHOE COUNTY",1502211,1593622,,239043,,47809
2015,NV-502,NV-502-NEVADA BALANCE OF STATE,576271,641648,,96247,,19249
2015,NY-500,"NY-500-ROCHESTER,IRONDEQUOIT,GREECE,MONROE COUNTY",6785056,11662585,,1749388,,349878
2015,NY-501,"NY-501-ELMIRA,STEUBEN,ALLEGANY,LIVINGSTON,CHEMUNG,SCHUYLER COUNTIES",1169480,1482865,,222430,,44486
2015,NY-502,"NY-502-AUBURN,CAYUGA COUNTY",358017,294943,,53703,,10741
2015,NY-503,NY-503-ALBANY CITY & COUNTY,2494282,4423358,,663504,,132701
2015,NY-504,NY-504-CATTARAUGUS COUNTY,292170,406172,,60926,,12185
2015,NY-505,"NY-505-SYRACUSE,ONONDAGA,OSWEGO COUNTIES",4828163,8762081,,1368361,,273672
2015,NY-507,NY-507-SCHENECTADY CITY & COUNTY,1561503,3328436,,499265,,99853
2015,NY-508,"NY-508-BUFFALO,NIAGARA FALLS,ERIE,NIAGARA,ORLEANS,GENESEE,WYOMING COUNTIES",14311369,10212353,,2146705,,429341
2015,NY-510,"NY-510-ITHACA,TOMPKINS COUNTY",371425,236206,,55714,,11143
2015,NY-511,"NY-511-BINGHAMTON,UNION TOWN,BROOME,OTSEGO,CHENANGO,DELAWARE,CORTLAND COUNTIES",2486421,1606909,,372963,,74593
2015,NY-512,"NY-512-TROY,RENSSELAER COUNTY",1358822,3041965,,456295,,91259
2015,NY-513,"NY-513-WAYNE,ONTARIO,SENECA,YATES COUNTIES",772850,241291,,115928,,23186
2015,NY-514,"NY-514-JAMESTOWN,DUNKIRK,CHAUTAUQUA COUNTY",688283,248087,,103242,,20648
2015,NY-516,NY-516-CLINTON COUNTY,260595,173134,,39089,,7818
2015,NY-518,"NY-518-UTICA,ROME,ONEIDA,MADISON COUNTIES",2244811,3387693,,508154,,101631
2015,NY-519,"NY-519-COLUMBIA,GREENE COUNTIES",343640,455666,,68350,,13670
2015,NY-520,NY-520-FRANKLIN COUNTY,347307,51601,,52096,,10419
2015,NY-522,"NY-522-JEFFERSON,LEWIS,ST.LAWRENCE COUNTIES",981234,1227155,,184073,,36815
2015,NY-523,"NY-523-GLENS FALLS,SARATOGA SPRINGS,SARATOGA,WASHINGTON,WARREN,HAMILTON COUNTIES",915525,1326021,,198903,,39781
2015,NY-600,NY-600-NEW YORK CITY,102700493,107080256,,16062038,,1250000
2015,NY-601,"NY-601-POUGHKEEPSIE,DUTCHESS COUNTY",550801,1310538,,196581,,39316
2015,NY-602,"NY-602-NEWBURGH,MIDDLETOWN,ORANGE COUNTY",685691,2583317,,387498,,77500
2015,NY-603,"NY-603-NASSAU,SUFFOLK COUNTIES",12085403,11976136,,1812810,,362562
2015,NY-604,"NY-604-YONKERS,MOUNT VERNON,WESTCHESTER COUNTY",6335806,16572093,,2485814,,497163
2015,NY-606,NY-606-ROCKLAND COUNTY,1379219,661201,,206883,,41377
2015,NY-607,NY-607-SULLIVAN COUNTY,320518,438066,,65710,,13142
2015,NY-608,"NY-608-KINGSTON,ULSTER COUNTY",617125,1212133,,181820,,36364
2015,OH-500,"OH-500-CINCINNATI,HAMILTON COUNTY",9392800,16015269,,2402290,,480458
2015,OH-501,"OH-501-TOLEDO,LUCAS COUNTY",4849025,4326103,,727354,,145471
2015,OH-502,"OH-502-CLEVELAND,CUYAHOGA COUNTY",17992463,25352999,,3802950,,760590
2015,OH-503,"OH-503-COLUMBUS,FRANKLIN COUNTY",5740754,10896951,,1634543,,326909
2015,OH-504,"OH-504-YOUNGSTOWN,MAHONING COUNTY",2478554,2113522,,371783,,74357
2015,OH-505,"OH-505-DAYTON,KETTERING,MONTGOMERY COUNTY",4696606,8103403,,1215510,,243102
2015,OH-506,"OH-506-AKRON,SUMMIT COUNTY",4358401,4405305,,660796,,132159
2015,OH-507,OH-507-OHIO BALANCE OF STATE,14378921,15831743,,2374761,,474952
2015,OH-508,"OH-508-CANTON,MASSILLON,ALLIANCE,STARK COUNTY",2195951,2321712,,348257,,69651
2015,OK-500,OK-500-NORTH CENTRAL OKLAHOMA,558642,311475,,83796,,16759
2015,OK-501,OK-501-TULSA CITY & COUNTY,2485662,2838790,,425819,,85164
2015,OK-502,OK-502-OKLAHOMA CITY,2942365,3175109,,476266,,95253
2015,OK-503,OK-503-OKLAHOMA BALANCE OF STATE,955632,672195,,143345,,28669
2015,OK-504,"OK-504-NORMAN,CLEVELAND COUNTY",292894,348554,,52283,,10457
2015,OK-505,OK-505-NORTHEAST OKLAHOMA,702498,336612,,105375,,21075
2015,OK-506,OK-506-SOUTHWEST OKLAHOMA REGIONAL,651148,113714,,97672,,19534
2015,OK-507,OK-507-SOUTHEASTERN OKLAHOMA REGIONAL,863526,124512,,129529,,25906
2015,OR-500,"OR-500-EUGENE,SPRINGFIELD,LANE COUNTY",623077,2725129,,408769,,81754
2015,OR-501,"OR-501-PORTLAND,GRESHAM,MULTNOMAH COUNTY",5645016,15314498,,2297175,,459435
2015,OR-502,"OR-502-MEDFORD,ASHLAND,JACKSON COUNTY",368006,319469,,55201,,11040
2015,OR-503,OR-503-CENTRAL OREGON,303992,544337,,81651,,16330
2015,OR-505,OR-505-OREGON BALANCE OF STATE,2968046,3125254,,468788,,93758
2015,OR-506,"OR-506-HILLSBORO,BEAVERTON,WASHINGTON COUNTY",1552157,2728665,,409300,,81860
2015,OR-507,OR-507-CLACKAMAS COUNTY,1369006,1696138,,254421,,50884
2015,PA-500,PA-500-PHILADELPHIA,26459227,31091428,,4663714,,932743
2015,PA-501,"PA-501-HARRISBURG,DAUPHIN COUNTY",1629469,1567631,,244420,,48884
2015,PA-502,"PA-502-UPPER DARBY,CHESTER,HAVERFORD,DELAWARE COUNTY",3677268,4545572,,681836,,136367
2015,PA-503,"PA-503-WILKES-BARRE,HAZLETON,LUZERNE COUNTY",3829354,3837881,,575682,,115136
2015,PA-504,"PA-504-LOWER MERION,NORRISTOWN,ABINGTON,MONTGOMERY COUNTY",2592064,2566181,,388810,,77762
2015,PA-505,PA-505-CHESTER COUNTY,1505776,1552316,,232847,,46569
2015,PA-506,"PA-506-READING,BERKS COUNTY",3088918,2734084,,463338,,92668
2015,PA-508,"PA-508-SCRANTON,LACKAWANNA COUNTY",2104705,2583634,,387545,,77509
2015,PA-509,PA-509-EASTERN PENNSYLVANIA,10248951,9527997,,1682277,,336455
2015,PA-510,PA-510-LANCASTER CITY & COUNTY,2826910,2034100,,424037,,84807
2015,PA-511,"PA-511-BRISTOL,BENSALEM,BUCKS COUNTY",1384950,885086,,207743,,41549
2015,PA-512,PA-512-YORK CITY & COUNTY,1650278,991967,,247542,,49508
2015,PA-600,"PA-600-PITTSBURGH,MCKEESPORT,PENNHILLS,ALLEGHENY COUNTY",17665471,16177008,,2649821,,529964
2015,PA-601,PA-601-WESTERN PENNSYLVANIA,8030756,8064056,,1312171,,262434
2015,PA-603,PA-603-BEAVER COUNTY,1982556,1561462,,297383,,59477
2015,PA-605,PA-605-ERIE CITY & COUNTY,2249163,2387330,,358100,,71620
2015,PR-502,PR-502-PUERTO RICO BALANCE OF COMMONWEALTH,13066145,13803130,,2070470,,414094
2015,PR-503,PR-503-SOUTH-SOUTHEAST PUERTO RICO,12780064,6890750,,1917010,,383402
2015,RI-500,RI-500-RHODE ISLAND STATEWIDE,7291054,5219578,,1093658,,218732
2015,SC-500,"SC-500-CHARLESTON,LOW COUNTRY",2219644,1653568,,332947,,66589
2015,SC-501,"SC-501-GREENVILLE,ANDERSON,SPARTANBURG ,UPSTATE",3828129,3737478,,574219,,114844
2015,SC-502,"SC-502-COLUMBIA,MIDLANDS",2427097,2886088,,432913,,86583
2015,SC-503,"SC-503-MYRTLE BEACH,SUMTER CITY & COUNTY",2863517,1489094,,429528,,85906
2015,SD-500,SD-500-SOUTH DAKOTA STATEWIDE,1625647,1254399,,243847,,48769
2015,TN-500,"TN-500-CHATTANOOGA,SOUTHEAST TENNESSEE",1985597,2904250,,435638,,87128
2015,TN-501,"TN-501-MEMPHIS,SHELBY COUNTY",4615782,6827685,,1024153,,204831
2015,TN-502,"TN-502-KNOXVILLE,KNOX COUNTY",1179031,1380353,,207053,,41411
2015,TN-503,TN-503-CENTRAL TENNESSEE,1670275,1867720,,280158,,56032
2015,TN-504,TN-504-NASHVILLE-DAVIDSON COUNTY,3100546,3490911,,523637,,104727
2015,TN-506,TN-506-UPPER CUMBERLAND,987013,746237,,148052,,29610
2015,TN-507,"TN-507-JACKSON,WEST TENNESSEE",1307299,1640133,,246020,,49204
2015,TN-509,TN-509-APPALACHIAN REGIONAL,999661,1553449,,233017,,46603
2015,TN-510,"TN-510-MURFREESBORO,RUTHERFORD COUNTY",407046,608808,,91321,,18264
2015,TN-512,"TN-512-MORRISTOWN,BLOUNT,SEVIER,CAMPBELL,COCKE COUNTIES",1169770,376900,,175466,,35093
2015,TX-500,"TX-500-SAN ANTONIO,BEXAR COUNTY",9148679,7778385,,1372302,,274460
2015,TX-503,"TX-503-AUSTIN,TRAVIS COUNTY",5006789,5542258,,831339,,166268
2015,TX-600,"TX-600-DALLAS CITY & COUNTY,IRVING",14588072,16889355,,2533403,,506681
2015,TX-601,"TX-601-FORT WORTH,ARLINGTON,TARRANT COUNTY",8235310,11231625,,1684744,,336949
2015,TX-603,TX-603-EL PASO CITY & COUNTY,4970623,3062544,,745593,,149119
2015,TX-604,"TX-604-WACO,MCLENNAN COUNTY",1407156,1088991,,211073,,42215
2015,TX-607,TX-607-TEXAS BALANCE OF STATE,34716507,7574506,,5207476,,1041495
2015,TX-611,TX-611-AMARILLO,1010708,772766,,151606,,30321
2015,TX-624,"TX-624-WICHITA FALLS,WISE,PALO PINTO,WICHITA,ARCHER COUNTIES",894012,357073,,134102,,26820
2015,TX-700,"TX-700-HOUSTON,PASADENA,HARRIS,FORT BEND COUNTIES",26193244,26098976,,3928987,,785797
2015,TX-701,"TX-701-BRYAN,COLLEGE STATION,BRAZOS VALLEY",771720,302566,,115758,,23152
2015,UT-500,UT-500-SALT LAKE CITY & COUNTY,4431127,6514485,,977173,,195435
2015,UT-503,UT-503-UTAH BALANCE OF STATE,1777878,1297235,,266682,,53336
2015,UT-504,"UT-504-PROVO,MOUNTAINLAND",1476465,1108601,,221470,,44294
2015,VA-500,"VA-500-RICHMOND,HENRICO,CHESTERFIELD,HANOVER COUNTIES",4310858,4397668,,659650,,131930
2015,VA-501,"VA-501-NORFOLK,CHESAPEAKE,SUFFOLK,ISLE OFWRIGHT,SOUTHAMPTON COUNTIES",3055732,4008974,,601346,,120269
2015,VA-502,"VA-502-ROANOKE CITY & COUNTY,SALEM",1257616,806865,,188642,,37728
2015,VA-503,VA-503-VIRGINIA BEACH,1185108,1481073,,222161,,44432
2015,VA-504,VA-504-CHARLOTTESVILLE,321446,327108,,49066,,9813
2015,VA-505,"VA-505-NEWPORT NEWS,HAMPTON,VIRGINIAPENINSULA",1183431,1915780,,287367,,57473
2015,VA-507,VA-507-PORTSMOUTH,953485,1284400,,192660,,38532
2015,VA-508,VA-508-LYNCHBURG,400477,383287,,60072,,12014
2015,VA-513,"VA-513-HARRISONBURG,WINCHESTER,WESTERNVIRGINIA",591570,402114,,88736,,17747
2015,VA-514,"VA-514-FREDERICKSBURG,SPOTSYLVANIA,STAFFORD COUNTIES",328436,238072,,49265,,9853
2015,VA-521,VA-521-VIRGINIA BALANCE OF STATE,3175685,599175,,476353,,95271
2015,VA-600,VA-600-ARLINGTON COUNTY,757067,1920096,,288014,,57603
2015,VA-601,VA-601-FAIRFAX COUNTY,3256299,7655650,,1148348,,229670
2015,VA-602,VA-602-LOUDOUN COUNTY,271753,155000,,40763,,8153
2015,VA-603,VA-603-ALEXANDRIA,179942,744711,,111707,,22341
2015,VA-604,VA-604-PRINCE WILLIAM COUNTY,1406893,593264,,211034,,42207
2015,VI-500,VI-500-VIRGIN ISLANDS,807252,133218,,121088,,24218
2015,VT-500,VT-500-VERMONT BALANCE OF STATE,1378892,2727529,,409129,,81826
2015,VT-501,"VT-501-BURLINGTON,CHITTENDEN COUNTY",409702,986961,,148044,,29609
2015,WA-500,"WA-500-SEATTLE,KING COUNTY",9688597,31015412,,4652312,,930462
2015,WA-501,WA-501-WASHINGTON BALANCE OF STATE,3957813,5860855,,879128,,175826
2015,WA-502,WA-502-SPOKANE CITY & COUNTY,2365483,3483114,,522467,,104493
2015,WA-503,"WA-503-TACOMA,LAKEWOOD,PIERCE COUNTY",3335888,3169218,,500383,,100077
2015,WA-504,"WA-504-EVERETT,SNOHOMISH COUNTY",1956952,6285150,,942773,,188555
2015,WA-507,WA-507-YAKIMA CITY & COUNTY,594467,617986,,92698,,18540
2015,WA-508,"WA-508-VANCOUVER,CLARK COUNTY",641167,1220717,,183108,,36622
2015,WI-500,WI-500-WISCONSIN BALANCE OF STATE,8370362,7557643,,1255554,,251111
2015,WI-501,WI-501-MILWAUKEE CITY & COUNTY,10950397,10555244,,1642560,,328512
2015,WI-502,WI-502-RACINE CITY & COUNTY,1311509,1154679,,196726,,39345
2015,WI-503,"WI-503-MADISON,DANE COUNTY",1404850,3151537,,472731,,94546
2015,WV-500,"WV-500-WHEELING,WEIRTON AREA",596908,429967,,89536,,17907
2015,WV-501,"WV-501-HUNTINGTON,CABELL,WAYNE COUNTIES",1208211,1864873,,279731,,55946
2015,WV-503,"WV-503-CHARLESTON,KANAWHA,PUTNAM,BOONE,CLAY COUNTIES",1280124,1336202,,200430,,40086
2015,WV-508,WV-508-WEST VIRGINIA BALANCE OF STATE,2914479,3610109,,541516,,108303
2015,WY-500,WY-500-WYOMING STATEWIDE,842440,316902,,126366,,25273
